,Player,team_name,sub_position,Nation,Age,minutes_played,competition,matches_played,Starts,Rank_Defensive Duels SEPI,Rank_Aerial SEPI,Rank_Passing SEPI,Rank_p90_pmin_errors,Rank_p90_pmin_ball_recoveries,Rank_p90_pmin_Gls,Rank_p90_pmin_Ast,Rank_p90_pmin_shot_creating_actions_p90,Rank_G-xG,Rank_p90_pmin_interceptions,Rank_p90_pmin_progressive_passes,Rank_p90_pmin_dispossessed,Rank_p90_pmin_errors,Rank_p90_pmin_key_passes,Rank_Dribble SEPI,Position Specific Index,Team Final League Ranking
3410,Tolgay Arslan,Udinese,Central Midfield,de GER,29,1818,it Serie A,30,25,0.762622457,0.740015072,0.682743029,0.776563677,0.748304446,0.733986436,0.133760362,0.200452148,0.942932729,0.579502638,0.350414469,0.596081387,0.776563677,0.096458176,0.914845516,0.438667002,14
3411,Kristoffer Askildsen,Lecce,Central Midfield,no NOR,21,728,it Serie A,21,7,0.113790505,0.812358704,0.013564431,0.327430294,0.351168048,0.154483798,0.133760362,0.797287114,0.349206349,0.776186888,0.142426526,0.066314996,0.327430294,0.398266767,0.265636775,0.37231014,16
3412,Kristoffer Askildsen,Sampdoria,Central Midfield,no NOR,20,754,it Serie A,19,7,0.008289375,0.986435569,0.024114544,0.327430294,0.229088169,0.154483798,0.133760362,0.302185381,0.402494331,0.935192163,0.03051997,0.207234363,0.327430294,0.03014318,0.6066315,0.273633091,15
3413,Iddrisu Baba,Mallorca,Central Midfield,gh GHA,26,1705,es La Liga,29,20,0.341371515,0.898266767,0.380557649,0.327430294,0.631499623,0.154483798,0.133760362,0.012810852,0.302721088,0.156744537,0.074604371,0.350037679,0.327430294,0.035041447,0.419743783,0.251193168,9
3414,Iddrisu Baba,Mallorca,Central Midfield,gh GHA,25,1934,es La Liga,26,23,0.308214017,0.84777694,0.358703843,0.758854559,0.978899774,0.379804069,0.133760362,0.051243406,0.402494331,0.604370761,0.226073851,0.470987189,0.758854559,0.111529766,0.768651093,0.352172821,16
3415,Iddrisu Baba,Mallorca,Central Midfield,gh GHA,23,2903,es La Liga,36,35,0.673700075,0.150715901,0.476262246,0.327430294,0.905048983,0.154483798,0.133760362,0.006782216,0.18329554,0.672946496,0.345139412,0.678221552,0.327430294,0.024868124,0.972117558,0.265176254,19
3416,Filippo Bandinelli,Empoli,Central Midfield,it ITA,27,2263,it Serie A,35,28,0.71137905,0.356443105,0.201959307,0.327430294,0.330067822,0.513187641,0.133760362,0.274302939,0.67989418,0.246420497,0.365486059,0.670685757,0.327430294,0.656744537,0.048982668,0.291091016,14
3417,Filippo Bandinelli,Empoli,Central Midfield,it ITA,26,1955,it Serie A,35,24,0.539562924,0.089675961,0.134890731,0.918613414,0.296156745,0.557648832,0.717407687,0.446119066,0.512093726,0.083647325,0.528259231,0.640542577,0.918613414,0.784476262,0.124340618,0.254626141,14
3418,Shandon Baptiste,Brentford,Central Midfield,gd GRN,24,618,eng Premier League,23,4,0.639788998,0.554634514,0.647324793,0.327430294,0.663903542,0.154483798,0.746797287,0.947249435,0.402494331,0.516578749,0.694800301,0.653353429,0.327430294,0.777317257,0.16729465,0.471991962,9
3419,Shandon Baptiste,Brentford,Central Midfield,gd GRN,23,910,eng Premier League,22,9,0.014318011,0.043707611,0.460437076,0.327430294,0.542577242,0.585154484,0.133760362,0.750565185,0.67989418,0.577995479,0.238507913,0.66691786,0.327430294,0.418236624,0.906556142,0.302897095,13
3420,Keidi Bare,Espanyol,Central Midfield,al ALB,24,503,es La Liga,18,4,0.362471741,0.157121326,0.652599849,0.327430294,0.10625471,0.154483798,0.834966089,0.932177845,0.302721088,0.967596081,0.57573474,0.16654107,0.327430294,0.148455162,0.074604371,0.368291049,19
3421,Keidi Bare,Espanyol,Central Midfield,al ALB,23,1481,es La Liga,25,18,0.637528259,0.054257724,0.829691032,0.828937453,0.326299925,0.436322532,0.388847023,0.128862095,0.778911565,0.40844009,0.381311228,0.25697061,0.828937453,0.122833459,0.390354182,0.298584945,14
3422,Nicolò Barella,Inter,Central Midfield,it ITA,25,2613,it Serie A,35,31,0.226073851,0.793519216,0.660889224,0.327430294,0.541823662,0.855689525,0.8786737,0.552373775,0.972411187,0.06028636,0.903541824,0.75697061,0.327430294,0.90957046,0.571213263,0.427028385,3
3423,Nicolò Barella,Inter,Central Midfield,it ITA,24,2913,it Serie A,36,36,0.811228335,0.617181613,0.74227581,0.83345893,0.450640543,0.558779201,0.979653353,0.48455162,0.061602419,0.198191409,0.889977393,0.660135644,0.83345893,0.926149209,0.547852298,0.458762455,2
3424,Nicolò Barella,Inter,Central Midfield,it ITA,23,2896,it Serie A,36,32,0.295403165,0.716654107,0.730218538,0.327430294,0.497362472,0.564431047,0.891484552,0.311981914,0.752078609,0.319517709,0.941974378,0.415222306,0.327430294,0.779201206,0.738507913,0.422171984,1
3425,Nicolò Barella,Inter,Central Midfield,it ITA,22,2013,it Serie A,27,23,0.473247928,0.526752072,0.650339111,0.327430294,0.66616428,0.373021854,0.834212509,0.437829691,0.157218443,0.184626978,0.945742276,0.553880934,0.327430294,0.525998493,0.851544838,0.364899941,2
3426,Nicolò Barella,Cagliari,Central Midfield,it ITA,21,3107,it Serie A,35,35,0.916352675,0.113036925,0.534287867,0.327430294,0.846269781,0.310474755,0.513941221,0.266767144,0.071050642,0.589299171,0.744536549,0.916352675,0.327430294,0.66616428,0.689902035,0.369588881,15
3427,Ross Barkley,Nice,Central Midfield,eng ENG,28,960,fr Ligue 1,27,9,0.385832705,0.130369254,0.451394122,0.327430294,0.311228335,0.976639035,0.84890731,0.973624717,0.458049887,0.270535041,0.465712133,0.977769405,0.327430294,0.994724943,0.522984175,0.390730972,9
3428,Ross Barkley,Aston Villa,Central Midfield,eng ENG,26,1531,eng Premier League,24,18,0.116804823,0.623963828,0.541070083,0.81763376,0.055011304,0.792765637,0.376789751,0.847023361,0.560468632,0.03014318,0.617935192,0.92464205,0.81763376,0.963828184,0.877920121,0.338440928,11
3429,Ross Barkley,Chelsea,Central Midfield,eng ENG,25,1103,eng Premier League,21,13,0.354182366,0.598342125,0.869630746,0.327430294,0.375282592,0.518839488,0.96910324,0.927656368,0.061602419,0.146948003,0.623963828,0.997739261,0.327430294,0.919366993,0.936699322,0.412501047,4
3430,Ross Barkley,Chelsea,Central Midfield,eng ENG,24,1245,eng Premier League,27,13,0.588922381,0.95478523,0.973624717,0.974378297,0.627731726,0.868123587,0.983798041,0.880934439,0.18329554,0.199321778,0.825169555,0.986435569,0.974378297,0.830444612,0.749058026,0.548605878,3
3431,Aymen Barkok,Mainz 05,Central Midfield,ma MAR,24,584,de Bundesliga,23,3,0.053504145,0.767143934,0.073850791,0.327430294,0.940467219,0.154483798,0.767143934,0.962321025,0.349206349,0.084400904,0.775433308,0.783722683,0.327430294,0.656744537,0.088922381,0.323243741,9
3432,Aymen Barkok,Eint Frankfurt,Central Midfield,ma MAR,22,977,de Bundesliga,26,9,0.265259985,0.127354936,0.204973625,0.919366993,0.755463451,0.810851545,0.940467219,0.930670686,0.628495843,0.418236624,0.414468726,0.938206481,0.919366993,0.974378297,0.341371515,0.394331408,5
3433,Aymen Barkok,Düsseldorf,Central Midfield,ma MAR,20,510,de Bundesliga,12,4,0.09118312,0.941220799,0.208741522,0.327430294,0.861341372,0.154483798,0.133760362,0.779201206,0.349206349,0.239638282,0.449510173,0.853051997,0.327430294,0.143180106,0.813865863,0.285104245,10
3434,Pablo Barrios,Atlético Madrid,Central Midfield,es ESP,19,724,es La Liga,21,6,0.293896006,0.354182366,0.678975132,0.955538809,0.52976639,0.154483798,0.664657121,0.900527506,0.349206349,0.60587792,0.805576488,0.698944989,0.955538809,0.128862095,0.265636775,0.327514025,3
3435,Toma Baši?,Lazio,Central Midfield,hr CRO,25,513,it Serie A,25,4,0.57573474,0.988696307,0.239638282,0.327430294,0.368500377,0.790504898,0.133760362,0.953278071,0.23733938,0.682743029,0.330067822,0.570082894,0.327430294,0.747550867,0.079879427,0.530729297,2
3436,Toma Baši?,Lazio,Central Midfield,hr CRO,24,982,it Serie A,29,9,0.593067069,0.519216277,0.712886209,0.327430294,0.029389601,0.154483798,0.842125094,0.141672946,0.071050642,0.048229088,0.062547099,0.174076865,0.327430294,0.155237378,0.265636775,0.242233945,5
3437,Toma Baši?,Bordeaux,Central Midfield,hr CRO,23,2601,fr Ligue 1,34,32,0.603617182,0.53051997,0.561416729,0.695553881,0.171816127,0.708364732,0.286360211,0.10625471,0.302721088,0.594574228,0.325546345,0.324792766,0.695553881,0.422004521,0.724189902,0.374863937,12
3438,Toma Baši?,Bordeaux,Central Midfield,hr CRO,22,991,fr Ligue 1,15,11,0.997739261,0.963828184,0.444611907,0.913338357,0.173323286,0.550866616,0.937452901,0.881688018,0.655706727,0.326299925,0.876412962,0.721175584,0.913338357,0.940467219,0.916352675,0.506405426,12
3439,Toma Baši?,Bordeaux,Central Midfield,hr CRO,21,1333,fr Ligue 1,23,16,0.192916353,0.797287114,0.351921628,0.860587792,0.027128862,0.69706104,0.133760362,0.614920874,0.800831444,0.172569706,0.431047476,0.68198945,0.860587792,0.720422005,0.62170309,0.321359792,14
3440,Simone Bastoni,Spezia,Central Midfield,it ITA,25,1189,it Serie A,19,15,0.252449133,0.81763376,0.018085908,0.327430294,0.671439337,0.740015072,0.959306707,0.664657121,0.817460317,0.171062547,0.068575735,0.577241899,0.327430294,0.725697061,0.053504145,0.387088671,18
3441,Simone Bastoni,Spezia,Central Midfield,it ITA,24,2288,it Serie A,31,26,0.792765637,0.911077619,0.157498116,0.327430294,0.838733986,0.639035418,0.648831952,0.450640543,0.896447468,0.649585531,0.490957046,0.712886209,0.327430294,0.901281085,0.761115298,0.514192414,16
3442,Simone Bastoni,Spezia,Central Midfield,it ITA,23,1522,it Serie A,22,19,0.660889224,0.746797287,0.337603617,0.327430294,0.822908817,0.430293896,0.991710625,0.65109269,0.512093726,0.442351168,0.581009797,0.620195931,0.327430294,0.871891485,0.743782969,0.482625806,15
3443,Donny van de Beek,Manchester Utd,Central Midfield,nl NED,23,524,eng Premier League,19,4,0.902034665,0.235870384,0.795779955,0.327430294,0.654860588,0.78749058,0.810851545,0.933685004,0.752078609,0.528259231,0.109269028,0.776940467,0.327430294,0.137151469,0.8786737,0.466465712,2
3444,Haris Belkebla,Brest,Central Midfield,dz ALG,28,2656,fr Ligue 1,38,30,0.719668425,0.37905049,0.670685757,0.933685004,0.69630746,0.468726451,0.133760362,0.022607385,0.778911565,0.929163527,0.44009043,0.453654861,0.933685004,0.055011304,0.06028636,0.387507326,14
3445,Haris Belkebla,Brest,Central Midfield,dz ALG,27,2310,fr Ligue 1,31,26,0.215900528,0.779954785,0.601356443,0.725320271,0.691785983,0.154483798,0.133760362,0.038809344,0.560468632,0.95403165,0.321024868,0.281085154,0.725320271,0.180482291,0.834966089,0.370635519,11
3446,Haris Belkebla,Brest,Central Midfield,dz ALG,26,2727,fr Ligue 1,35,33,0.491333836,0.362471741,0.823662396,0.327430294,0.502637528,0.154483798,0.133760362,0.016578749,0.512093726,0.957045968,0.404672193,0.351168048,0.327430294,0.063300678,0.626978146,0.335594072,17
3447,Haris Belkebla,Brest,Central Midfield,dz ALG,25,1816,fr Ligue 1,23,20,0.394875659,0.104747551,0.7279578,0.928409947,0.415975885,0.154483798,0.133760362,0.070082894,0.26606198,0.997739261,0.31876413,0.483044461,0.928409947,0.097588546,0.733986436,0.27560077,14
3448,Raoul Bellanova,Cagliari,Right Midfield,it ITA,21,2496,it Serie A,31,27,0.228334589,0.331574981,0.107761869,0.327430294,0.099472494,0.33383572,0.445365486,0.202712886,0.26606198,0.278070836,0.018085908,0.351921628,0.327430294,0.607385079,0.430293896,0.204136314,18
3449,Jean-Ricner Bellegarde,Strasbourg,Central Midfield,fr FRA,24,2419,fr Ligue 1,30,29,0.285606631,0.355689525,0.346646571,0.327430294,0.443858327,0.496608892,0.896759608,0.538809344,0.302721088,0.462697815,0.69706104,0.868877167,0.327430294,0.941220799,0.360211002,0.333584527,15
3450,Jean-Ricner Bellegarde,Strasbourg,Central Midfield,fr FRA,23,2332,fr Ligue 1,36,26,0.705350414,0.63677468,0.538809344,0.327430294,0.732479277,0.505275057,0.640919367,0.155990957,0.628495843,0.536548606,0.391107762,0.721929164,0.327430294,0.415222306,0.688771665,0.389391275,6
3451,Jean-Ricner Bellegarde,Strasbourg,Central Midfield,fr FRA,22,2086,fr Ligue 1,36,25,0.945742276,0.09118312,0.25697061,0.327430294,0.148455162,0.3639789,0.317256971,0.188394876,0.157218443,0.327807084,0.137905049,0.870384326,0.327430294,0.358703843,0.686510927,0.201205727,15
3452,Jean-Ricner Bellegarde,Strasbourg,Central Midfield,fr FRA,21,1497,fr Ligue 1,24,16,0.896759608,0.051243406,0.631499623,0.327430294,0.506405426,0.154483798,0.133760362,0.700075358,0.18329554,0.747550867,0.327807084,0.896006029,0.327430294,0.678221552,0.875659382,0.385581512,10
3453,Jude Bellingham,Dortmund,Central Midfield,eng ENG,19,2691,de Bundesliga,31,30,0.456669179,0.693293142,0.66616428,0.327430294,0.683496609,0.922381311,0.703843255,0.532027129,0.512093726,0.644310475,0.959306707,0.93971364,0.327430294,0.593067069,0.763376036,0.472410617,2
3454,Jude Bellingham,Dortmund,Central Midfield,eng ENG,18,2790,de Bundesliga,32,32,0.718914846,0.298417483,0.669178598,0.327430294,0.411454408,0.580256217,0.929163527,0.353428787,0.052532124,0.773926149,0.50075358,0.95403165,0.327430294,0.649585531,0.638281839,0.389014485,2
3455,Jude Bellingham,Dortmund,Central Midfield,eng ENG,17,1697,de Bundesliga,29,19,0.828183873,0.669555388,0.710625471,0.327430294,0.562923888,0.406932931,0.779201206,0.366239638,0.083144369,0.716654107,0.557648832,0.872645064,0.327430294,0.300678222,0.670685757,0.409905384,2
3456,Fran Beltrán,Celta Vigo,Central Midfield,es ESP,23,2855,es La Liga,36,33,0.538809344,0.069329314,0.920874152,0.841748304,0.554634514,0.154483798,0.400904295,0.088922381,0.210884354,0.905048983,0.437829691,0.164280332,0.841748304,0.305953278,0.568198945,0.374863937,13
3457,Fran Beltrán,Celta Vigo,Central Midfield,es ESP,22,2597,es La Liga,37,31,0.932931424,0.107008289,0.971363979,0.327430294,0.812358704,0.327807084,0.133760362,0.025621703,0.752078609,0.596834966,0.474755087,0.274302939,0.327430294,0.069329314,0.618688772,0.39655028,11
3458,Fran Beltrán,Celta Vigo,Central Midfield,es ESP,21,1399,es La Liga,32,13,0.933685004,0.036171816,0.933685004,0.327430294,0.749058026,0.825923135,0.133760362,0.183873399,0.923280423,0.525998493,0.256217031,0.387339864,0.327430294,0.033157498,0.678975132,0.426023612,8
3459,Fran Beltrán,Celta Vigo,Central Midfield,es ESP,20,1830,es La Liga,28,22,0.562923888,0.039186134,0.78749058,0.327430294,0.36360211,0.39412208,0.133760362,0.194423512,0.349206349,0.223813112,0.202712886,0.625470987,0.327430294,0.183119819,0.661642803,0.23591225,17
3460,Fran Beltrán,Celta Vigo,Central Midfield,es ESP,19,1517,es La Liga,30,16,0.828937453,0.142426526,0.946495855,0.820648078,0.476262246,0.431047476,0.133760362,0.361718161,0.512093726,0.612660136,0.355689525,0.700075358,0.820648078,0.185380558,0.731348907,0.364983672,17
3461,Marco Benassi,Cremonese,Central Midfield,it ITA,27,998,it Serie A,15,11,0.564431047,0.076865109,0.10550113,0.327430294,0.616428033,0.154483798,0.133760362,0.596834966,0.113000756,0.570459683,0.069329314,0.44009043,0.327430294,0.213262999,0.789751319,0.273130704,19
3462,Marco Benassi,Fiorentina,Central Midfield,it ITA,24,980,it Serie A,18,10,0.748304446,0.220045215,0.139412208,0.327430294,0.137905049,0.556518463,0.53051997,0.786737001,0.598261527,0.048982668,0.204220045,0.301808591,0.327430294,0.782969103,0.446119066,0.34656284,10
3463,Marco Benassi,Fiorentina,Central Midfield,it ITA,23,2282,it Serie A,32,29,0.534287867,0.078372268,0.18236624,0.729464959,0.1213263,0.929917106,0.305953278,0.317256971,0.88473167,0.042954032,0.452147702,0.204220045,0.729464959,0.647324793,0.562170309,0.294398392,16
3464,Nabil Bentaleb,Angers,Central Midfield,dz ALG,27,2489,fr Ligue 1,30,29,0.413715147,0.885455916,0.733986436,0.941974378,0.967596081,0.722682743,0.740768651,0.261492087,0.800831444,0.884702336,0.810097965,0.753579503,0.941974378,0.628485305,0.692539563,0.527170728,20
3465,Nabil Bentaleb,Angers,Central Midfield,dz ALG,26,1515,fr Ligue 1,18,18,0.558779201,0.869630746,0.706103994,0.327430294,0.915599096,0.431801055,0.133760362,0.079879427,0.701814059,0.902034665,0.547098719,0.163526752,0.327430294,0.023360965,0.722682743,0.480406933,14
3466,Nabil Bentaleb,Schalke 04,Central Midfield,dz ALG,25,548,de Bundesliga,9,6,0.53051997,0.669555388,0.567445365,0.327430294,0.192162773,0.154483798,0.133760362,0.491333836,0.23733938,0.482290882,0.522230595,0.740015072,0.327430294,0.018839488,0.71213263,0.262957381,18
3467,Nabil Bentaleb,Newcastle Utd,Central Midfield,dz ALG,24,751,eng Premier League,12,8,0.556895252,0.747550867,0.764883195,0.951770912,0.335342879,0.154483798,0.133760362,0.774679729,0.560468632,0.987942728,0.052750565,0.027128862,0.951770912,0.465712133,0.83270535,0.52892908,13
3468,Nabil Bentaleb,Schalke 04,Central Midfield,dz ALG,23,1792,de Bundesliga,25,19,0.278070836,0.975885456,0.357196684,0.327430294,0.856819894,0.737754333,0.133760362,0.384325546,0.349206349,0.925395629,0.597588546,0.211002261,0.327430294,0.388093444,0.844762622,0.521393285,14
3469,Rodrigo Bentancur,Tottenham,Central Midfield,uy URU,25,1500,eng Premier League,18,17,0.804822909,0.62170309,0.750565185,0.327430294,0.904295403,0.948003014,0.655614167,0.442351168,0.972411187,0.663903542,0.479276564,0.54483798,0.327430294,0.238884702,0.679728711,0.536632337,8
3470,Rodrigo Bentancur,Tottenham,Central Midfield,uy URU,24,1361,eng Premier League,17,16,0.192916353,0.798794273,0.966088922,0.327430294,0.436322532,0.154483798,0.932931424,0.641296157,0.23733938,0.746797287,0.580256217,0.407686511,0.327430294,0.496608892,0.724943482,0.4472913,4
3471,Rodrigo Bentancur,Juventus,Central Midfield,uy URU,24,1155,it Serie A,19,13,0.508666164,0.669555388,0.89449887,0.889223813,0.701582517,0.154483798,0.47023361,0.782969103,0.26606198,0.974378297,0.773926149,0.538809344,0.889223813,0.391107762,0.493594574,0.504270284,4
3472,Rodrigo Bentancur,Juventus,Central Midfield,uy URU,23,2324,it Serie A,33,27,0.286360211,0.865109269,0.964581763,0.721175584,0.933685004,0.154483798,0.770911831,0.324039186,0.302721088,0.944235117,0.84777694,0.221552374,0.721175584,0.584024115,0.827430294,0.537218454,4
3473,Rodrigo Bentancur,Juventus,Central Midfield,uy URU,22,2196,it Serie A,30,25,0.44009043,0.838733986,0.929163527,0.735493595,0.653353429,0.154483798,0.945742276,0.516201959,0.26606198,0.740015072,0.486812359,0.305576488,0.735493595,0.889223813,0.840994725,0.539521058,1
3474,Rodrigo Bentancur,Juventus,Central Midfield,uy URU,21,2003,it Serie A,31,21,0.825169555,0.86435569,0.86435569,0.755086662,0.731725697,0.546345139,0.707611153,0.362471741,0.724867725,0.963828184,0.706857573,0.587792012,0.755086662,0.558402411,0.486812359,0.569873566,1
3475,Philip Billing,Bournemouth,Central Midfield,dk DEN,26,2764,eng Premier League,36,34,0.489826677,0.919366993,0.263752826,0.682743029,0.150715901,0.884702336,0.281085154,0.056518463,0.942932729,0.507159005,0.089675961,0.629992464,0.682743029,0.385079126,0.420497362,0.336347651,15
3476,Philip Billing,Bournemouth,Central Midfield,dk DEN,23,2530,eng Premier League,34,29,0.844009043,0.976639035,0.158251696,0.702336096,0.418990203,0.330067822,0.289751319,0.077241899,0.18329554,0.993217784,0.259231349,0.524491334,0.702336096,0.146948003,0.562923888,0.380097128,18
3477,Philip Billing,Huddersfield,Central Midfield,dk DEN,22,2188,eng Premier League,27,25,0.769404672,0.997739261,0.199698568,0.327430294,0.809344386,0.521477016,0.133760362,0.39412208,0.655706727,0.98417483,0.397889977,0.642049736,0.327430294,0.42426526,0.340617935,0.495352926,20
3478,Yves Bissouma,Tottenham,Central Midfield,ml MLI,25,1010,eng Premier League,23,10,0.93896006,0.228334589,0.972117558,0.327430294,0.522230595,0.154483798,0.133760362,0.801055011,0.512093726,0.556895252,0.675960814,0.289374529,0.327430294,0.276563677,0.674453655,0.46236289,8
3479,Yves Bissouma,Brighton,Central Midfield,ml MLI,24,2111,eng Premier League,26,25,0.927656368,0.703089676,0.904295403,0.327430294,0.745290128,0.359457423,0.503391108,0.050489827,0.628495843,0.981160512,0.342878674,0.581763376,0.327430294,0.055764883,0.81838734,0.460604538,9
3480,Yves Bissouma,Brighton,Central Midfield,ml MLI,23,3111,eng Premier League,36,35,0.926149209,0.905048983,0.831951771,0.327430294,0.920874152,0.308967596,0.133760362,0.032403919,0.402494331,0.948756594,0.411454408,0.392614921,0.327430294,0.110022607,0.905048983,0.510173323,16
3481,Yves Bissouma,Brighton,Central Midfield,ml MLI,22,1259,eng Premier League,22,15,0.998492841,0.722682743,0.689525245,0.327430294,0.874905803,0.482667671,0.133760362,0.143180106,0.752078609,0.844009043,0.467219292,0.905802562,0.327430294,0.039186134,0.932931424,0.432094114,15
3482,Yves Bissouma,Brighton,Central Midfield,ml MLI,21,1774,eng Premier League,28,17,0.131122833,0.506405426,0.430293896,0.932931424,0.455915599,0.154483798,0.133760362,0.522984175,0.052532124,0.908063301,0.40844009,0.84777694,0.932931424,0.238131123,0.93896006,0.277735912,17
3483,Antonin Bobichon,Angers,Central Midfield,fr FRA,24,911,fr Ligue 1,23,10,0.692539563,0.336850038,0.603617182,0.327430294,0.406179352,0.154483798,0.562923888,0.964581763,0.18329554,0.01507159,0.755840241,0.851544838,0.327430294,0.86360211,0.911077619,0.353931173,13
3484,Antonin Bobichon,Angers,Central Midfield,fr FRA,23,649,fr Ligue 1,11,8,0.104747551,0.038432555,0.339864356,0.327430294,0.036171816,0.931801055,0.719668425,0.961567445,0.829931973,0.467219292,0.718161266,0.703089676,0.327430294,0.477769405,0.528259231,0.294942644,11
3485,Antonin Bobichon,Nîmes,Central Midfield,fr FRA,22,2153,fr Ligue 1,30,24,0.137905049,0.092690279,0.420497362,0.327430294,0.284099472,0.940467219,0.494348154,0.385832705,0.998488284,0.185380558,0.343632253,0.565938206,0.327430294,0.587038433,0.308214017,0.274219208,9
3486,Emil Bohinen,Salernitana,Central Midfield,no NOR,23,832,it Serie A,24,9,0.281085154,0.406179352,0.759608139,0.327430294,0.97023361,0.154483798,0.133760362,0.740015072,0.560468632,0.945742276,0.218538056,0.508666164,0.327430294,0.698568199,0.132629992,0.494138826,15
3487,Emil Bohinen,Salernitana,Central Midfield,no NOR,22,699,it Serie A,11,8,0.595327807,0.085908063,0.354935946,0.327430294,0.92464205,0.154483798,0.68123587,0.958553127,0.560468632,0.865109269,0.084400904,0.648078372,0.327430294,0.754709872,0.779201206,0.449510173,17
3488,Giacomo Bonaventura,Fiorentina,Central Midfield,it ITA,32,1911,it Serie A,30,21,0.721175584,0.346646571,0.588545592,0.760361718,0.674453655,0.89449887,0.33308214,0.66691786,0.778911565,0.274302939,0.531273549,0.771665411,0.760361718,0.836473248,0.07611153,0.470149879,8
3489,Giacomo Bonaventura,Fiorentina,Central Midfield,it ITA,31,2266,it Serie A,31,28,0.229841748,0.669555388,0.659382065,0.730218538,0.362471741,0.756593821,0.777694047,0.477015825,0.26606198,0.137905049,0.62170309,0.31801055,0.730218538,0.703843255,0.709871891,0.408733149,7
3490,Giacomo Bonaventura,Fiorentina,Central Midfield,it ITA,30,2256,it Serie A,34,27,0.346646571,0.601356443,0.409947249,0.327430294,0.345892992,0.645064054,0.478899774,0.325546345,0.67989418,0.872645064,0.293142427,0.672946496,0.327430294,0.464581763,0.84853052,0.370970443,13
3491,Giacomo Bonaventura,Milan,Central Midfield,it ITA,29,1338,it Serie A,29,13,0.312735494,0.382818387,0.625470987,0.327430294,0.059532781,0.841371515,0.978146194,0.935192163,0.458049887,0.087415222,0.586284853,0.585531274,0.327430294,0.87942728,0.903541824,0.393159173,6
3492,Giacomo Bonaventura,Milan,Central Midfield,it ITA,28,646,it Serie A,8,8,0.054257724,0.836473248,0.851544838,0.327430294,0.308214017,0.987189148,0.721175584,0.994724943,0.628495843,0.46948003,0.68123587,0.785983421,0.327430294,0.74302939,0.917106255,0.495436657,5
3493,Hicham Boudaoui,Nice,Central Midfield,dz ALG,22,1875,fr Ligue 1,27,22,0.108515448,0.551620196,0.926149209,0.327430294,0.841748304,0.385832705,0.554634514,0.452901281,0.628495843,0.920120573,0.634513941,0.369253956,0.327430294,0.573474002,0.066314996,0.487900862,9
3494,Hicham Boudaoui,Nice,Central Midfield,dz ALG,21,1621,fr Ligue 1,29,21,0.481537302,0.534287867,0.217784476,0.327430294,0.402411454,0.776563677,0.62170309,0.290128109,0.932350718,0.497362472,0.09042954,0.724943482,0.327430294,0.373775433,0.371514695,0.316545257,5
3495,Hicham Boudaoui,Nice,Central Midfield,dz ALG,20,1736,fr Ligue 1,25,22,0.934438583,0.191409194,0.548605878,0.785983421,0.088168802,0.750565185,0.582516956,0.037678975,0.800831444,0.658628485,0.208741522,0.631499623,0.785983421,0.080633007,0.669932178,0.295403165,9
3496,Benjamin Bourigeaud,Rennes,Central Midfield,fr FRA,28,3065,fr Ligue 1,37,37,0.601356443,0.169555388,0.351168048,0.327430294,0.237377543,0.851544838,0.95403165,0.550113037,0.061602419,0.404672193,0.925395629,0.158251696,0.327430294,0.993971364,0.162019593,0.444611907,4
3497,Benjamin Bourigeaud,Rennes,Central Midfield,fr FRA,27,3193,fr Ligue 1,38,38,0.2426526,0.084400904,0.155237378,0.327430294,0.051243406,0.95403165,0.978899774,0.532780708,0.999244142,0.350414469,0.692539563,0.18236624,0.327430294,0.99924642,0.195930671,0.354182366,4
3498,Benjamin Bourigeaud,Rennes,Central Midfield,fr FRA,26,2552,fr Ligue 1,37,29,0.418236624,0.068575735,0.427279578,0.327430294,0.458176338,0.860587792,0.823662396,0.572720422,0.915343915,0.211002261,0.853051997,0.159758855,0.327430294,0.938206481,0.265636775,0.421669597,6
3499,Benjamin Bourigeaud,Rennes,Central Midfield,fr FRA,25,1903,fr Ligue 1,25,21,0.006782216,0.192162773,0.324792766,0.327430294,0.806330068,0.572720422,0.543330821,0.578749058,0.349206349,0.441597589,0.694046722,0.152976639,0.327430294,0.654860588,0.695930671,0.380557649,3
3500,Benjamin Bourigeaud,Rennes,Central Midfield,fr FRA,24,2425,fr Ligue 1,34,28,0.744536549,0.123587038,0.25772419,0.71137905,0.165787491,0.87942728,0.846269781,0.263752826,0.349206349,0.655614167,0.483044461,0.434061794,0.71137905,0.648831952,0.054257724,0.367244411,10
3501,Edoardo Bove,Roma,Central Midfield,it ITA,20,992,it Serie A,22,10,0.263752826,0.792012057,0.254709872,0.327430294,0.83345893,0.548982668,0.133760362,0.53089676,0.655706727,0.401657875,0.148831952,0.837226827,0.327430294,0.215523738,0.093443858,0.333751989,6
3502,Jimmy Cabot,Lens,Right Midfield,fr FRA,28,511,fr Ligue 1,11,5,0.819894499,0.669555388,0.385079126,0.327430294,0.981914092,0.154483798,0.822908817,0.99924642,0.458049887,0.238131123,0.602863602,0.572720422,0.327430294,0.996232102,0.265636775,0.519090681,2
3503,Jimmy Cabot,Angers,Right Midfield,fr FRA,27,2008,fr Ligue 1,24,24,0.489073097,0.628485305,0.542577242,0.327430294,0.947249435,0.154483798,0.898266767,0.1213263,0.402494331,0.812358704,0.235870384,0.482290882,0.327430294,0.34890731,0.020346647,0.395796701,14
